426631.986739041,5095089.37931256
427101.5610255042,5094880.679629688
428301.5842020211,5094411.1053432245
430805.9803964913,5094306.755501788
425953.71276970534,5092532.808197372
428823.3334092024,5093628.481532453
429449.43245781993,5095037.204391842
427414.61054981296,5095506.778678305
425953.71276970534,5091280.610100137
430597.2807136188,5092689.332959526
429032.0330920749,5094150.230739634
430649.4556343369,5093158.90724599
427623.3102326855,5092219.7586730635
430075.5315064375,5091541.484703727
430127.70642715564,5092637.158038808
430492.93087218254,5093524.131691016
431014.6800793638,5093628.481532453
430075.5315064375,5093002.382483835
429136.38293351117,5096185.052647641
426005.88769042346,5094932.854550405
427571.13531196734,5094254.58058107
427832.009915558,5095663.30344046
427049.386104786,5091750.1843866
430805.9803964913,5093419.78184958
426475.4619768866,5091384.959941573
428145.05943986675,5093106.732325272
426371.11213545036,5093524.131691016
427153.7359462223,5092480.6332766535
426005.88769042346,5092167.583752345
427623.3102326855,5095454.603757587
430492.93087218254,5095872.003123332
429136.38293351117,5094671.979946815
428197.2343605849,5095506.778678305
427466.7854705311,5093941.531056762
427205.91086694045,5095193.729153996
426318.9372147322,5094463.280263943
426475.4619768866,5095976.352964768
430336.40611002815,5093576.306611734
430597.2807136188,5094150.230739634
428092.8845191486,5095037.204391842
426475.4619768866,5094828.50470897
427571.13531196734,5094515.455184661
427466.7854705311,5094254.58058107
428718.98356776615,5093106.732325272
430805.9803964913,5095298.078995433
429553.7822992562,5094098.055818915
428145.05943986675,5091071.910417264
426527.63689760474,5092741.507880244
427988.53467771236,5091802.359307318
427049.386104786,5095506.778678305
430336.40611002815,5095193.729153996
426788.5115011954,5094515.455184661
429866.831823565,5091750.1843866
430753.8054757732,5091593.659624445
426110.2375318597,5095089.37931256
429397.2575371018,5092011.058990191
429136.38293351117,5092011.058990191
426318.9372147322,5094671.979946815
427518.9603912492,5091332.785020855
426945.03626334976,5093419.78184958
430597.2807136188,5093576.306611734
429188.5578542293,5093628.481532453
427884.1848362761,5092011.058990191
430753.8054757732,5094150.230739634
428301.5842020211,5092219.7586730635
427675.4851534036,5094411.1053432245
427362.43562909483,5095558.953599024
429658.1321406925,5093471.956770298
429814.6569028469,5091228.435179419
430179.8813478738,5094150.230739634
429658.1321406925,5093002.382483835
429240.7327749474,5092011.058990191
429032.0330920749,5092063.233910909
426945.03626334976,5096289.402489077
430336.40611002815,5094776.329788252
428458.1089641755,5092480.6332766535
429658.1321406925,5095611.128519742
428614.6337263299,5092271.933593782
429814.6569028469,5094358.930422506
430075.5315064375,5094411.1053432245
427518.9603912492,5095402.428836869
425849.3629282691,5092011.058990191
426736.33658047725,5094463.280263943
426318.9372147322,5095506.778678305
429710.3070614106,5091854.534228036
429971.18166500126,5091489.30978301
427675.4851534036,5094515.455184661
426527.63689760474,5094724.154867534
426945.03626334976,5094150.230739634
427205.91086694045,5092324.1085145
428249.409281303,5092324.1085145
427518.9603912492,5091645.834545163
426005.88769042346,5095663.30344046
426318.9372147322,5093785.006294607
429553.7822992562,5094515.455184661
428875.5083299205,5093158.90724599
429866.831823565,5093889.356136044
428197.2343605849,5094567.630105379
426945.03626334976,5092584.98311809
429449.43245781993,5094463.280263943
428092.8845191486,5093993.70597748
425953.71276970534,5093106.732325272
430127.70642715564,5094932.854550405
429605.9572199743,5095350.253916151
428771.1584884843,5095141.554233278
428405.9340434574,5093628.481532453
428771.1584884843,5093993.70597748
427571.13531196734,5093680.656453171
430232.0562685919,5094463.280263943
425953.71276970534,5095715.478361178
429345.0826163837,5092793.682800963
427362.43562909483,5096185.052647641
427727.6600741217,5093628.481532453
427049.386104786,5092011.058990191
427362.43562909483,5091489.30978301
426214.587373296,5094515.455184661
426423.2870561685,5093158.90724599
426318.9372147322,5093941.531056762
430075.5315064375,5096132.877726923
429397.2575371018,5093367.606928862
427101.5610255042,5092063.233910909
431014.6800793638,5095715.478361178
429136.38293351117,5095089.37931256
428301.5842020211,5092376.283435217
426162.41245257785,5095089.37931256
427571.13531196734,5095872.003123332
427205.91086694045,5091437.134862292
430701.63055505505,5093628.481532453
429188.5578542293,5094150.230739634
428562.45880561176,5095506.778678305
429345.0826163837,5094671.979946815
426266.7622940141,5094724.154867534
429449.43245781993,5091384.959941573
430075.5315064375,5094254.58058107
430179.8813478738,5091280.610100137
428562.45880561176,5094254.58058107
430179.8813478738,5095245.9040747145
428353.75912273925,5091906.709148754
426423.2870561685,5091958.884069473
428092.8845191486,5092324.1085145
430075.5315064375,5091332.785020855
428040.7095984305,5092793.682800963
426110.2375318597,5092011.058990191
430284.23118931,5095611.128519742
428979.8581713568,5092741.507880244
426110.2375318597,5094045.880898198
430910.33023792756,5093524.131691016
430336.40611002815,5093837.181215325
430962.5051586457,5094671.979946815
429553.7822992562,5093471.956770298
429188.5578542293,5093106.732325272
427205.91086694045,5091854.534228036
427310.2607083767,5094828.50470897
429449.43245781993,5093628.481532453
427623.3102326855,5095298.078995433
426788.5115011954,5092637.158038808
429658.1321406925,5092480.6332766535
429501.60737853806,5092793.682800963
426579.81181832287,5095089.37931256
